host_epoch,pico_epoch,temp,set_c,drive
1748043660.860,508.0,34.37,41.0,-0.2
1748043665.866,513.0,34.45,41.0,-0.2
1748043670.868,518.0,33.09,41.0,-0.2
1748043675.874,523.0,34.5,41.0,-0.2
1748043680.877,528.0,34.48,41.0,-0.2
1748043685.881,533.0,34.37,41.0,-0.2
1748043690.887,538.0,32.86,41.0,-0.2
1748043695.894,543.0,34.29,41.0,-0.2
1748043700.900,548.0,34.21,41.0,-0.2
1748043705.906,553.0,34.13,41.0,-0.2
1748043710.913,558.0,32.99,41.0,-0.2
1748043715.915,563.0,34.16,41.0,-0.2
1748043720.922,568.0,34.24,41.0,-0.2
1748043725.928,573.0,34.5,41.0,-0.2
1748043730.934,578.0,33.69,41.0,-0.2
1748043735.940,583.0,34.79,41.0,-0.2
1748043740.945,588.0,34.61,41.0,-0.2
1748043745.952,593.0,34.63,41.0,-0.2
1748043750.957,598.0,34.74,41.0,-0.2
1748043755.964,603.0,34.66,41.0,-0.2
1748043760.969,608.0,34.85,41.0,-0.2
1748043765.975,613.0,34.71,41.0,-0.2
1748043770.978,618.0,34.85,41.0,-0.2
1748043775.985,623.0,34.95,41.0,-0.2
1748043780.987,628.0,34.98,41.0,-0.2
1748043785.993,633.0,34.95,41.0,-0.2
1748043791.000,638.0,35.03,41.0,-0.2
1748043796.008,643.0,34.87,41.0,-0.2
1748043801.011,648.0,34.71,41.0,-0.2
1748043806.018,653.0,35.11,41.0,-0.2
1748043811.021,658.0,35.22,41.0,-0.2
1748043816.028,663.0,35.43,41.0,-0.2
1748043821.032,668.0,35.67,41.0,-0.2
1748043826.039,673.0,35.91,41.0,-0.2
1748043831.041,678.0,36.05,41.0,-0.2
1748043836.048,683.0,35.83,41.0,-0.2
1748043841.054,688.0,35.83,41.0,-0.2
1748043846.061,693.0,35.78,41.0,-0.2
1748043851.067,698.0,36.21,41.0,-0.2
1748043856.071,703.0,35.94,41.0,-0.2
1748043861.078,708.0,35.91,41.0,-0.2
1748043866.084,713.0,36.24,41.0,-0.2
1748043871.090,718.0,36.4,41.0,-0.2
1748043876.093,723.0,36.1,41.0,-0.2
1748043881.097,728.0,36.1,41.0,-0.2
1748043886.100,733.0,36.13,41.0,-0.2
1748043891.107,738.0,36.05,41.0,-0.2
1748043896.110,743.0,36.16,41.0,-0.2
1748043901.116,748.0,36.78,41.0,-0.2
1748043906.123,753.0,36.08,41.0,-0.2
1748043911.128,758.0,36.24,41.0,-0.2
1748043916.134,763.0,36.16,41.0,-0.2
1748043921.141,768.0,36.48,41.0,-0.2
1748043926.146,773.0,36.08,41.0,-0.2
1748043931.153,778.0,36.45,41.0,-0.2
1748043936.158,783.0,35.97,41.0,-0.2
1748043941.164,788.0,36.16,41.0,-0.2
1748043946.167,793.0,36.0,41.0,-0.2
1748043951.172,798.0,36.13,41.0,-0.2
1748043956.178,803.0,36.24,41.0,-0.2
1748043961.181,808.0,36.16,41.0,-0.2
1748043966.184,813.0,36.29,41.0,-0.2
1748043971.188,818.0,36.18,41.0,-0.2
1748043976.191,823.0,36.35,41.0,-0.2
1748043981.196,828.0,36.37,41.0,-0.2
1748043986.202,833.0,36.24,41.0,-0.2
1748043991.206,838.0,36.51,41.0,-0.2
1748043996.211,843.0,36.54,41.0,-0.2
1748044001.216,848.0,36.45,41.0,-0.2
1748044006.223,853.0,36.67,41.0,-0.2
1748044011.228,858.0,36.73,41.0,-0.2
1748044016.234,863.0,36.78,41.0,-0.2
1748044021.236,868.0,36.48,41.0,-0.2
1748044026.243,873.0,36.48,41.0,-0.2
1748044031.249,878.0,36.51,41.0,-0.2
1748044036.253,883.0,36.54,41.0,-0.2
1748044041.257,888.0,36.05,41.0,-0.2
1748044046.262,893.0,36.4,41.0,-0.2
1748044051.267,898.0,36.29,41.0,-0.2
1748044056.271,903.0,36.54,41.0,-0.2
1748044061.277,908.0,36.4,41.0,-0.2
1748044066.282,913.0,36.45,41.0,-0.2
1748044071.285,918.0,36.21,41.0,-0.2
1748044076.291,923.0,36.24,41.0,-0.2
1748044081.295,928.0,36.18,41.0,-0.2
1748044086.298,933.0,35.97,41.0,-0.2
1748044091.305,938.0,35.83,41.0,-0.2
1748044096.306,943.0,35.94,41.0,-0.2
1748044101.313,948.0,35.97,41.0,-0.2
1748044106.316,953.0,35.35,41.0,-0.2
1748044111.320,958.0,35.94,41.0,-0.2
1748044116.327,963.0,35.54,41.0,-0.2
1748044121.329,968.0,36.26,41.0,-0.2
1748044126.334,973.0,35.78,41.0,-0.2
1748044131.339,978.0,36.24,41.0,-0.2
1748044136.345,984.0,36.05,41.0,-0.2
1748044141.351,989.0,36.16,41.0,-0.2
1748044146.355,994.0,36.16,41.0,-0.2
1748044151.359,999.0,34.82,41.0,-0.2
1748044156.366,1004.0,36.16,41.0,-0.2
1748044161.369,1009.0,36.37,41.0,-0.2
1748044166.375,1014.0,36.35,41.0,-0.2
1748044171.379,1019.0,34.77,41.0,-0.2
1748044176.383,1024.0,36.4,41.0,-0.2
1748044181.387,1029.0,36.35,41.0,-0.2
1748044186.394,1034.0,36.26,41.0,-0.2
1748044191.397,1039.0,34.87,41.0,-0.2
1748044196.403,1044.0,36.29,41.0,-0.2
1748044201.410,1049.0,36.24,41.0,-0.2
1748044206.416,1054.0,35.86,41.0,-0.2
1748044211.423,1059.0,34.66,41.0,-0.2
1748044216.429,1064.0,36.29,41.0,-0.2
1748044221.431,1069.0,36.0,41.0,-0.2
1748044226.438,1074.0,36.26,41.0,-0.2
1748044231.444,1079.0,35.57,41.0,-0.2
1748044236.451,1084.0,36.45,41.0,-0.2
1748044241.453,1089.0,36.13,41.0,-0.2
1748044246.460,1094.0,36.29,41.0,-0.2
1748044251.466,1099.0,36.13,41.0,-0.2
1748044256.472,1104.0,35.86,41.0,-0.2
1748044261.477,1109.0,36.13,41.0,-0.2
1748044266.482,1114.0,36.16,41.0,-0.2
1748044271.488,1119.0,35.86,41.0,-0.2
1748044276.495,1124.0,36.02,41.0,-0.2
1748044281.501,1129.0,36.21,41.0,-0.2
1748044286.507,1134.0,35.86,41.0,-0.2
1748044291.510,1139.0,35.81,41.0,-0.2
1748044296.514,1144.0,36.0,41.0,-0.2
1748044301.516,1149.0,36.02,41.0,-0.2
1748044306.520,1154.0,36.54,41.0,-0.2
1748044311.523,1159.0,37.08,41.0,-0.2
1748044316.525,1164.0,36.97,41.0,-0.2
1748044321.530,1169.0,37.22,41.0,-0.2
1748044326.533,1174.0,37.35,41.0,-0.2
1748044331.540,1179.0,37.74,41.0,-0.2
1748044336.542,1184.0,37.55,41.0,-0.2
1748044341.548,1189.0,37.99,41.0,-0.2
1748044346.559,1194.0,37.9,41.0,-0.2
1748044351.565,1199.0,38.32,41.0,-0.2
1748044356.571,1204.0,37.6,41.0,-0.2
1748044361.578,1209.0,37.66,41.0,-0.2
1748044366.582,1214.0,37.52,41.0,-0.2
1748044371.588,1219.0,37.88,41.0,-0.2
1748044376.592,1224.0,37.99,41.0,-0.2
1748044381.599,1229.0,38.51,41.0,-0.2
1748044386.603,1234.0,38.07,41.0,-0.2
1748044391.609,1239.0,38.1,41.0,-0.2
1748044396.615,1244.0,38.13,41.0,-0.2
1748044401.620,1249.0,38.29,41.0,-0.2
1748044406.627,1254.0,38.13,41.0,-0.2
1748044411.632,1259.0,38.35,41.0,-0.2
1748044416.634,1264.0,37.99,41.0,-0.2
1748044421.641,1269.0,38.38,41.0,-0.2
1748044426.643,1274.0,37.88,41.0,-0.2
1748044431.648,1279.0,38.1,41.0,-0.2
1748044436.652,1284.0,38.26,41.0,-0.2
1748044441.655,1289.0,38.32,41.0,-0.2
1748044446.662,1294.0,38.24,41.0,-0.2
1748044451.667,1299.0,38.24,41.0,-0.2
1748044456.674,1304.0,38.13,41.0,-0.2
1748044461.676,1309.0,38.07,41.0,-0.2
1748044466.680,1314.0,37.96,41.0,-0.2
1748044471.685,1319.0,38.13,41.0,-0.2
1748044476.686,1324.0,38.4,41.0,-0.2
1748044481.692,1329.0,38.35,41.0,-0.2
1748044486.698,1334.0,37.85,41.0,-0.2
1748044491.703,1339.0,37.9,41.0,-0.2
1748044496.708,1344.0,38.07,41.0,-0.2
1748044501.710,1349.0,37.9,41.0,-0.2
1748044506.715,1354.0,38.26,41.0,-0.2
1748044511.721,1359.0,37.99,41.0,-0.2
1748044516.723,1364.0,38.01,41.0,-0.2
1748044521.728,1369.0,37.96,41.0,-0.2
1748044526.734,1374.0,38.04,41.0,-0.2
1748044531.741,1379.0,37.99,41.0,-0.2
1748044536.747,1384.0,38.01,41.0,-0.2
1748044541.753,1389.0,38.01,41.0,-0.2
1748044546.759,1394.0,37.99,41.0,-0.2
1748044551.762,1399.0,37.82,41.0,-0.2
1748044556.769,1404.0,38.13,41.0,-0.2
1748044561.775,1409.0,38.4,41.0,-0.2
1748044566.782,1414.0,38.07,41.0,-0.2
1748044571.785,1419.0,37.68,41.0,-0.2
1748044576.790,1424.0,37.66,41.0,-0.2
1748044581.797,1429.0,37.9,41.0,-0.2
1748044586.800,1434.0,37.55,41.0,-0.2
1748044591.804,1439.0,38.13,41.0,-0.2
1748044596.809,1444.0,38.18,41.0,-0.2
1748044601.813,1449.0,38.38,41.0,-0.2
1748044606.819,1454.0,38.07,41.0,-0.2
1748044611.825,1459.0,38.46,41.0,-0.2
1748044616.832,1464.0,38.54,41.0,-0.2
1748044621.837,1469.0,38.46,41.0,-0.2
1748044626.843,1474.0,38.46,41.0,-0.2
1748044631.849,1479.0,37.63,41.0,-0.2
1748044636.855,1484.0,38.43,41.0,-0.2
1748044641.860,1489.0,38.4,41.0,-0.2
1748044646.865,1494.0,37.99,41.0,-0.2
1748044651.876,1499.0,36.54,41.0,-0.2
1748044656.883,1504.0,38.35,41.0,-0.2
1748044661.888,1509.0,38.24,41.0,-0.2
1748044666.895,1514.0,37.85,41.0,-0.2
1748044671.901,1519.0,36.13,41.0,-0.2
1748044676.907,1524.0,38.24,41.0,-0.2
1748044681.912,1529.0,38.26,41.0,-0.2
1748044686.916,1534.0,38.1,41.0,-0.2
1748044691.918,1539.0,37.19,41.0,-0.2
1748044696.923,1544.0,38.21,41.0,-0.2
1748044701.927,1549.0,38.29,41.0,-0.2
1748044706.929,1554.0,38.51,41.0,-0.2
1748044711.935,1559.0,37.88,41.0,-0.2
1748044716.939,1564.0,38.57,41.0,-0.2
1748044721.944,1569.0,38.68,41.0,-0.2
1748044726.950,1574.0,38.04,41.0,-0.2
1748044731.957,1579.0,38.26,41.0,-0.2
1748044736.960,1584.0,38.4,41.0,-0.2
1748044741.965,1589.0,38.4,41.0,-0.2
1748044746.967,1594.0,38.4,41.0,-0.2
1748044751.973,1599.0,38.38,41.0,-0.2
1748044756.979,1604.0,38.51,41.0,-0.2
1748044761.985,1609.0,38.46,41.0,-0.2
1748044766.991,1614.0,38.35,41.0,-0.2
1748044771.996,1619.0,38.6,41.0,-0.2
1748044776.999,1624.0,38.32,41.0,-0.2
1748044782.006,1629.0,37.9,41.0,-0.2
1748044787.012,1634.0,38.13,41.0,-0.2
1748044792.014,1639.0,38.32,41.0,-0.2
1748044797.021,1644.0,37.96,41.0,-0.2
1748044802.027,1649.0,37.99,41.0,-0.2
1748044807.034,1654.0,38.24,41.0,-0.2
1748044812.038,1659.0,38.24,41.0,-0.2
1748044817.044,1664.0,38.01,41.0,-0.2
1748044822.048,1669.0,38.07,41.0,-0.2
1748044827.051,1674.0,37.9,41.0,-0.2
1748044832.059,1679.0,38.26,41.0,-0.2
1748044837.066,1684.0,38.01,41.0,-0.2
1748044842.069,1689.0,38.35,41.0,-0.2
1748044847.076,1694.0,37.93,41.0,-0.2
1748044852.080,1699.0,38.38,41.0,-0.2
1748044857.087,1704.0,37.82,41.0,-0.2
1748044862.093,1709.0,37.9,41.0,-0.2
1748044867.097,1714.0,37.96,41.0,-0.2
1748044872.104,1719.0,38.24,41.0,-0.2
1748044877.106,1724.0,38.43,41.0,-0.2
1748044882.112,1729.0,38.07,41.0,-0.2
1748044887.118,1734.0,38.07,41.0,-0.2
1748044892.124,1739.0,38.07,41.0,-0.2
1748044897.126,1744.0,38.32,41.0,-0.2
1748044902.133,1749.0,38.01,41.0,-0.2
1748044907.140,1754.0,38.01,41.0,-0.2
1748044912.142,1759.0,38.24,41.0,-0.2
1748044917.146,1764.0,38.13,41.0,-0.2
1748044922.152,1769.0,37.82,41.0,-0.2
1748044927.159,1774.0,38.24,41.0,-0.2
1748044932.165,1779.0,37.68,41.0,-0.2
1748044937.172,1784.0,37.88,41.0,-0.2
1748044942.176,1789.0,37.99,41.0,-0.2
1748044947.181,1794.0,37.85,41.0,-0.2
1748044952.187,1799.0,37.9,41.0,-0.2
1748044957.194,1804.0,37.74,41.0,-0.2
1748044962.198,1809.0,38.07,41.0,-0.2
1748044967.202,1814.0,37.74,41.0,-0.2
1748044972.208,1819.0,37.79,41.0,-0.2
1748044977.215,1824.0,37.99,41.0,-0.2
1748044982.221,1829.0,37.85,41.0,-0.2
1748044987.226,1834.0,37.79,41.0,-0.2
1748044992.233,1839.0,37.99,41.0,-0.2
1748044997.238,1844.0,37.74,41.0,-0.2
1748045002.243,1849.0,37.85,41.0,-0.2
1748045007.249,1854.0,38.07,41.0,-0.2
1748045012.255,1859.0,37.99,41.0,-0.2
1748045017.258,1864.0,37.6,41.0,-0.2
1748045022.265,1869.0,37.96,41.0,-0.2
1748045027.271,1874.0,37.96,41.0,-0.2
1748045032.277,1879.0,37.9,41.0,-0.2
1748045037.283,1884.0,37.66,41.0,-0.2
1748045042.288,1889.0,37.85,41.0,-0.2
1748045047.295,1894.0,37.85,41.0,-0.2
1748045052.299,1899.0,37.96,41.0,-0.2
1748045057.304,1904.0,37.9,41.0,-0.2
1748045062.311,1909.0,38.01,41.0,-0.2
1748045067.317,1914.0,37.96,41.0,-0.2
1748045072.320,1919.0,38.18,41.0,-0.2
1748045077.326,1924.0,38.29,41.0,-0.2
1748045082.333,1929.0,38.38,41.0,-0.2
1748045087.340,1935.0,38.26,41.0,-0.2
1748045092.346,1940.0,37.79,41.0,-0.2
1748045097.353,1945.0,38.07,41.0,-0.2
1748045102.359,1950.0,38.01,41.0,-0.2
1748045107.362,1955.0,38.07,41.0,-0.2
1748045112.368,1960.0,37.38,41.0,-0.2
1748045117.372,1965.0,37.88,41.0,-0.2
1748045122.376,1970.0,38.1,41.0,-0.2
1748045127.380,1975.0,37.88,41.0,-0.2
1748045132.386,1980.0,37.02,41.0,-0.2
1748045137.392,1985.0,38.18,41.0,-0.2
1748045142.397,1990.0,37.93,41.0,-0.2
1748045147.403,1995.0,37.93,41.0,-0.2
1748045152.410,2000.0,36.56,41.0,-0.2
1748045157.414,2005.0,38.07,41.0,-0.2
1748045162.421,2010.0,38.13,41.0,-0.2
1748045167.427,2015.0,38.04,41.0,-0.2
1748045172.433,2020.0,36.08,41.0,-0.2
1748045177.439,2025.0,38.13,41.0,-0.2
1748045182.446,2030.0,38.1,41.0,-0.2
1748045187.451,2035.0,38.54,41.0,-0.2
1748045192.458,2040.0,37.11,41.0,-0.2
1748045197.461,2045.0,38.49,41.0,-0.2
1748045202.463,2050.0,38.24,41.0,-0.2
1748045207.469,2055.0,38.29,41.0,-0.2
1748045212.475,2060.0,37.19,41.0,-0.2
1748045217.481,2065.0,38.29,41.0,-0.2
1748045222.488,2070.0,38.1,41.0,-0.2
1748045227.494,2075.0,38.38,41.0,-0.2
1748045232.501,2080.0,37.82,41.0,-0.2
1748045237.505,2085.0,38.4,41.0,-0.2
1748045242.510,2090.0,38.43,41.0,-0.2
1748045247.517,2095.0,38.26,41.0,-0.2
1748045252.522,2100.0,38.63,41.0,-0.2
1748045257.529,2105.0,38.43,41.0,-0.2
1748045262.535,2110.0,38.68,41.0,-0.2
1748045267.541,2115.0,38.71,41.0,-0.2
1748045272.542,2120.0,38.57,41.0,-0.2
1748045277.549,2125.0,38.65,41.0,-0.2
1748045282.555,2130.0,38.63,41.0,-0.2
1748045287.557,2135.0,38.46,41.0,-0.2
1748045292.564,2140.0,38.4,41.0,-0.2
1748045297.570,2145.0,38.79,41.0,-0.2
1748045302.577,2150.0,38.57,41.0,-0.2
1748045307.583,2155.0,38.54,41.0,-0.2
1748045312.590,2160.0,38.63,41.0,-0.2
1748045317.596,2165.0,38.46,41.0,-0.2
1748045322.599,2170.0,38.43,41.0,-0.2
1748045327.605,2175.0,38.07,41.0,-0.2
1748045332.612,2180.0,38.35,41.0,-0.2
1748045337.618,2185.0,38.26,41.0,-0.2
1748045342.624,2190.0,38.01,41.0,-0.2
1748045347.626,2195.0,38.04,41.0,-0.2
1748045352.631,2200.0,38.4,41.0,-0.2
1748045357.633,2205.0,38.35,41.0,-0.2
1748045362.640,2210.0,38.29,41.0,-0.2
1748045367.645,2215.0,37.79,41.0,-0.2
1748045372.649,2220.0,38.49,41.0,-0.2
1748045377.654,2225.0,38.35,41.0,-0.2
1748045382.660,2230.0,38.43,41.0,-0.2
1748045387.666,2235.0,38.35,41.0,-0.2
1748045392.672,2240.0,38.43,41.0,-0.2
1748045397.675,2245.0,38.51,41.0,-0.2
1748045402.682,2250.0,38.63,41.0,-0.2
1748045407.688,2255.0,38.57,41.0,-0.2
1748045412.695,2260.0,38.85,41.0,-0.2
1748045417.701,2265.0,38.88,41.0,-0.2
1748045422.703,2270.0,38.91,41.0,-0.2
1748045427.710,2275.0,38.4,41.0,-0.2
1748045432.713,2280.0,38.68,41.0,-0.2
1748045437.717,2285.0,38.85,41.0,-0.2
1748045442.722,2290.0,38.79,41.0,-0.2
1748045447.725,2295.0,38.68,41.0,-0.2
1748045452.731,2300.0,38.74,41.0,-0.2
1748045457.738,2305.0,38.68,41.0,-0.2
1748045462.740,2310.0,38.79,41.0,-0.2
1748045467.745,2315.0,38.77,41.0,-0.2
1748045472.752,2320.0,38.57,41.0,-0.2
1748045477.756,2325.0,38.65,41.0,-0.2
1748045482.759,2330.0,38.68,41.0,-0.2
1748045487.766,2335.0,38.68,41.0,-0.2
1748045492.772,2340.0,38.49,41.0,-0.2
1748045497.777,2345.0,38.57,41.0,-0.2
1748045502.780,2350.0,38.71,41.0,-0.2
1748045507.782,2355.0,38.88,41.0,-0.2
1748045512.787,2360.0,38.85,41.0,-0.2
1748045517.791,2365.0,38.85,41.0,-0.2
1748045522.797,2370.0,38.85,41.0,-0.2
1748045527.804,2375.0,38.91,41.0,-0.2
1748045532.808,2380.0,38.82,41.0,-0.2
1748045537.812,2385.0,38.63,41.0,-0.2
1748045542.819,2390.0,38.65,41.0,-0.2
1748045547.821,2395.0,38.88,41.0,-0.2
1748045552.827,2400.0,38.54,41.0,-0.2
1748045557.834,2405.0,38.38,41.0,-0.2
1748045562.836,2410.0,38.77,41.0,-0.2
1748045567.842,2415.0,38.6,41.0,-0.2
1748045572.849,2420.0,38.71,41.0,-0.2
1748045577.855,2425.0,38.63,41.0,-0.2
1748045582.859,2430.0,38.71,41.0,-0.2
1748045587.863,2435.0,38.43,41.0,-0.2
1748045592.870,2440.0,38.07,41.0,-0.2
1748045597.877,2445.0,38.49,41.0,-0.2
1748045602.882,2450.0,38.4,41.0,-0.2
1748045607.884,2455.0,38.38,41.0,-0.2
1748045612.891,2460.0,38.26,41.0,-0.2
1748045617.893,2465.0,38.68,41.0,-0.2
1748045622.896,2470.0,38.65,41.0,-0.2
1748045627.901,2475.0,38.71,41.0,-0.2
1748045632.907,2480.0,37.85,41.0,-0.2
1748045637.914,2485.0,38.65,41.0,-0.2
1748045642.919,2490.0,38.49,41.0,-0.2
1748045647.926,2495.0,38.51,41.0,-0.2
1748045652.929,2500.0,36.94,41.0,-0.2
1748045657.933,2505.0,38.43,41.0,-0.2
1748045662.940,2510.0,38.91,41.0,-0.2
1748045667.944,2515.0,38.29,41.0,-0.2
1748045672.948,2520.0,36.51,41.0,-0.2
1748045677.954,2525.0,38.46,41.0,-0.2
1748045682.961,2530.0,38.91,41.0,-0.2
1748045687.967,2535.0,38.77,41.0,-0.2
1748045692.974,2540.0,37.57,41.0,-0.2
1748045697.979,2545.0,39.24,41.0,-0.2
1748045702.985,2550.0,39.5,41.0,-0.2
1748045707.989,2555.0,39.47,41.0,-0.2
1748045712.995,2560.0,38.1,41.0,-0.2
1748045718.002,2565.0,39.84,41.0,-0.2
1748045723.007,2570.0,39.64,41.0,-0.2
1748045728.013,2575.0,39.75,41.0,-0.2
1748045733.019,2580.0,40.04,41.0,0.0
1748045738.025,2585.0,39.98,41.0,-0.2
1748045743.031,2590.0,39.9,41.0,-0.2
1748045748.037,2595.0,40.24,41.0,0.0
1748045753.042,2600.0,40.07,41.0,0.0
1748045758.049,2605.0,40.27,41.0,0.0
1748045763.052,2610.0,40.32,41.0,0.0
1748045768.055,2615.0,40.24,41.0,0.0
1748045773.060,2620.0,40.24,41.0,0.0
1748045778.066,2625.0,40.01,41.0,0.0
1748045783.071,2630.0,39.95,41.0,-0.2
1748045788.075,2635.0,39.87,41.0,-0.2
1748045793.081,2640.0,39.78,41.0,-0.2
1748045798.088,2645.0,40.01,41.0,0.0
1748045803.090,2650.0,39.84,41.0,-0.2
1748045808.093,2655.0,39.84,41.0,-0.2
1748045813.100,2660.0,39.9,41.0,-0.2
1748045818.105,2665.0,39.75,41.0,-0.2
1748045823.108,2670.0,39.55,41.0,-0.2
1748045828.110,2675.0,39.53,41.0,-0.2
1748045833.117,2680.0,39.75,41.0,-0.2
1748045838.121,2685.0,39.38,41.0,-0.2
1748045843.128,2690.0,39.33,41.0,-0.2
1748045848.134,2695.0,39.1,41.0,-0.2
1748045853.136,2700.0,39.5,41.0,-0.2
1748045858.140,2705.0,39.19,41.0,-0.2
1748045863.147,2710.0,39.05,41.0,-0.2
1748045868.149,2715.0,38.79,41.0,-0.2
1748045873.156,2720.0,38.96,41.0,-0.2
1748045878.163,2725.0,39.05,41.0,-0.2
1748045883.166,2730.0,38.99,41.0,-0.2
1748045888.170,2735.0,38.57,41.0,-0.2
1748045893.176,2740.0,38.82,41.0,-0.2
1748045898.178,2745.0,39.02,41.0,-0.2
1748045903.180,2750.0,38.77,41.0,-0.2
