timestamp,data
795.96,q:0.671:-0.082:0.165:0.718,gq:0.671:-0.049:0.134:0.728,a:3.391:9.035:0.832,la:0.070:-0.027:0.004,g:0.014:-0.010:0.131,m:-34.938:-145.313:-138.375,grav:2.539:9.289:0.914,steps:0,stab:On Table
796.60,q:0.671:-0.084:0.167:0.717,gq:0.671:-0.085:0.167:0.717,a:4.234:8.652:0.719,la:0.047:-0.051:0.023,g:0.010:-0.006:0.135,m:-38.313:-137.688:-135.688,grav:3.414:9.023:0.813,steps:0,stab:On Table
797.24,q:0.670:-0.115:0.195:0.707,gq:0.670:-0.115:0.196:0.707,a:4.961:8.348:0.641,la:0.000:0.023:0.016,g:0.010:-0.016:0.133,m:-39.938:-134.938:-132.750,grav:4.227:8.688:0.719,steps:0,stab:On Table
797.97,q:0.667:-0.150:0.228:0.693,gq:0.663:-0.185:0.260:0.677,a:5.039:8.309:0.602,la:0.016:0.020:-0.016,g:0.008:-0.018:0.139,m:-40.688:-134.375:-135.500,grav:5.820:7.766:0.500,steps:0,stab:On Table
798.61,q:0.658:-0.218:0.289:0.661,gq:0.658:-0.219:0.289:0.660,a:5.918:7.660:0.527,la:0.023:0.016:0.012,g:0.016:-0.016:0.150,m:-40.875:-130.063:-133.250,grav:6.539:7.188:0.391,steps:0,stab:On Table
799.25,q:0.651:-0.250:0.318:0.642,gq:0.657:-0.221:0.292:0.659,a:7.219:6.543:0.297,la:-0.035:0.027:0.008,g:0.016:-0.016:0.137,m:-42.813:-122.813:-130.813,grav:6.594:7.141:0.391,steps:0,stab:On Table
799.89,q:0.650:-0.253:0.321:0.641,gq:0.650:-0.253:0.321:0.641,a:7.797:5.855:0.180,la:0.016:-0.020:0.000,g:0.012:-0.016:0.150,m:-42.938:-118.500:-127.750,grav:7.250:6.508:0.281,steps:0,stab:On Table
800.52,q:0.641:-0.285:0.350:0.621,gq:0.641:-0.284:0.348:0.622,a:7.828:5.855:0.180,la:0.004:0.027:0.016,g:0.014:-0.014:0.139,m:-42.813:-114.313:-127.125,grav:8.305:5.141:0.070,steps:0,stab:On Table
801.26,q:0.618:-0.348:0.405:0.577,gq:0.618:-0.349:0.405:0.576,a:8.832:4.094:-0.012,la:0.078:0.066:-0.102,g:0.014:-0.021:0.158,m:-42.500:-115.438:-126.813,grav:8.844:4.188:-0.055,steps:0,stab:On Table
801.90,q:0.605:-0.379:0.431:0.552,gq:0.617:-0.351:0.407:0.574,a:9.254:3.441:-0.203,la:-0.043:-0.063:0.117,g:0.014:-0.014:0.160,m:-40.250:-103.875:-124.063,grav:8.883:4.117:-0.063,steps:0,stab:On Table
802.54,q:0.604:-0.381:0.433:0.550,gq:0.603:-0.382:0.434:0.550,a:9.250:3.289:-0.164,la:0.090:0.078:-0.051,g:0.014:-0.018:0.156,m:-39.375:-99.875:-120.625,grav:9.508:2.469:-0.258,steps:0,stab:On Table
803.17,q:0.588:-0.411:0.458:0.524,gq:0.589:-0.409:0.457:0.526,a:9.480:2.332:-0.164,la:-0.051:-0.035:0.109,g:0.014:-0.018:0.148,m:-38.625:-97.625:-121.188,grav:9.703:1.555:-0.344,steps:0,stab:On Table
803.80,q:0.573:-0.437:0.481:0.499,gq:0.557:-0.463:0.503:0.473,a:9.824:1.527:-0.469,la:-0.023:-0.070:0.043,g:0.012:-0.016:0.154,m:-36.688:-94.500:-120.625,grav:9.719:1.477:-0.359,steps:0,stab:On Table
804.54,q:0.555:-0.464:0.504:0.471,gq:0.555:-0.465:0.505:0.470,a:9.863:0.531:-0.430,la:0.051:0.066:-0.047,g:0.010:-0.018:0.145,m:-31.813:-90.063:-118.688,grav:9.852:0.516:-0.461,steps:0,stab:On Table
805.17,q:0.533:-0.495:0.530:0.436,gq:0.534:-0.493:0.528:0.438,a:9.824:-1.387:-0.660,la:0.012:0.027:-0.039,g:0.012:-0.016:0.148,m:-29.563:-88.000:-117.313,grav:9.758:-1.430:-0.609,steps:0,stab:On Table
805.80,q:0.514:-0.518:0.549:0.408,gq:0.493:-0.541:0.568:0.377,a:9.594:-2.457:-0.660,la:0.000:-0.074:0.070,g:0.012:-0.018:0.154,m:-28.188:-89.125:-117.750,grav:9.586:-2.406:-0.688,steps:0,stab:On Table
806.49,q:0.491:-0.542:0.569:0.375,gq:0.491:-0.543:0.569:0.375,a:9.559:-2.457:-0.660,la:0.000:0.039:-0.004,g:0.012:-0.014:0.168,m:-22.563:-82.438:-116.438,grav:9.570:-2.484:-0.688,steps:0,stab:On Table
807.13,q:0.465:-0.568:0.589:0.339,gq:0.465:-0.568:0.589:0.338,a:8.910:-4.336:-0.777,la:0.016:0.008:0.004,g:0.016:-0.016:0.166,m:-18.813:-78.875:-115.313,grav:8.898:-4.320:-0.773,steps:0,stab:On Table
807.86,q:0.440:-0.589:0.606:0.304,gq:0.441:-0.588:0.605:0.306,a:8.871:-4.371:-0.813,la:0.008:0.035:-0.031,g:0.014:-0.016:0.152,m:-14.813:-76.125:-115.063,grav:8.328:-5.344:-0.813,steps:0,stab:On Table
808.50,q:0.384:-0.629:0.636:0.230,gq:0.384:-0.629:0.636:0.230,a:8.250:-5.406:-0.813,la:0.008:-0.016:0.008,g:0.014:-0.016:0.158,m:-14.750:-74.938:-114.250,grav:8.289:-5.406:-0.820,steps:0,stab:On Table
809.14,q:0.355:-0.646:0.648:0.193,gq:0.381:-0.630:0.637:0.227,a:7.027:-6.977:-0.852,la:0.020:-0.004:0.008,g:0.014:-0.018:0.158,m:-5.563:-67.750:-112.750,grav:7.680:-6.250:-0.828,steps:0,stab:On Table
809.77,q:0.352:-0.647:0.649:0.189,gq:0.352:-0.647:0.650:0.189,a:6.227:-7.664:-0.813,la:-0.055:-0.012:0.008,g:0.012:-0.016:0.166,m:-2.063:-71.000:-112.563,grav:6.305:-7.641:-0.820,steps:0,stab:On Table
810.40,q:0.321:-0.662:0.660:0.150,gq:0.323:-0.661:0.659:0.153,a:5.422:-8.242:-0.813,la:0.016:0.012:-0.008,g:0.010:-0.014:0.164,m:-0.938:-68.438:-114.688,grav:5.445:-8.266:-0.813,steps:0,stab:On Table
811.14,q:0.256:-0.688:0.676:0.070,gq:0.291:-0.675:0.668:0.113,a:5.422:-8.281:-0.813,la:-0.035:0.004:0.012,g:0.016:-0.016:0.154,m:3.375:-69.000:-113.500,grav:5.383:-8.305:-0.813,steps:0,stab:On Table
811.77,q:0.253:-0.689:0.676:0.067,gq:0.253:-0.689:0.676:0.067,a:4.270:-8.855:-0.738,la:0.000:0.027:0.004,g:0.016:-0.018:0.164,m:13.750:-71.688:-113.875,grav:4.375:-8.875:-0.750,steps:0,stab:On Table
812.41,q:0.222:-0.698:0.681:0.030,gq:0.221:-0.698:0.681:0.029,a:3.352:-9.313:-0.660,la:0.000:-0.020:0.043,g:0.018:-0.016:0.178,m:11.125:-73.813:-115.688,grav:2.414:-9.578:-0.633,steps:0,stab:On Table
813.05,q:-0.186:0.705:-0.684:0.012,gq:-0.153:0.711:-0.685:0.050,a:1.281:-9.699:-0.547,la:-0.055:0.023:-0.016,g:0.016:-0.004:0.180,m:16.500:-73.813:-118.688,grav:1.359:-9.766:-0.563,steps:0,stab:On Table
813.69,q:-0.117:0.715:-0.684:0.091,gq:-0.149:0.711:-0.685:0.054,a:0.285:-9.855:-0.469,la:0.051:-0.008:0.016,g:0.014:-0.008:0.180,m:22.125:-74.688:-117.875,grav:1.258:-9.766:-0.555,steps:0,stab:On Table
814.43,q:-0.114:0.715:-0.684:0.094,gq:-0.113:0.715:-0.684:0.095,a:0.211:-9.773:-0.469,la:-0.465:0.004:0.012,g:0.018:-0.025:0.193,m:27.313:-81.313:-118.563,grav:-1.422:-9.711:-0.328,steps:0,stab:On Table
815.06,q:-0.049:0.716:-0.676:0.170,gq:-0.053:0.716:-0.676:0.166,a:-2.355:-9.539:-0.238,la:-0.523:0.137:0.074,g:0.025:-0.010:0.260,m:30.188:-90.938:-122.313,grav:-2.797:-9.438:-0.211,steps:0,stab:On Table
815.70,q:-0.013:0.714:-0.668:0.209,gq:0.007:0.711:-0.664:0.233,a:-3.391:-9.117:-0.125,la:0.488:-0.125:-0.008,g:0.010:-0.037:0.135,m:32.125:-85.563:-122.750,grav:-3.492:-9.148:-0.102,steps:0,stab:On Table
816.34,q:0.051:0.705:-0.651:0.275,gq:0.051:0.705:-0.651:0.276,a:-4.500:-8.707:0.027,la:0.000:0.023:0.020,g:0.000:-0.037:0.113,m:33.688:-93.188:-124.375,grav:-3.555:-9.117:-0.094,steps:0,stab:On Table
816.97,q:0.052:0.705:-0.651:0.278,gq:0.053:0.705:-0.650:0.279,a:-4.465:-8.625:0.027,la:-0.168:0.168:0.020,g:-0.002:-0.037:0.129,m:35.688:-96.563:-125.313,grav:-4.617:-8.602:0.031,steps:0,stab:On Table
817.70,q:0.092:0.696:-0.638:0.317,gq:0.090:0.696:-0.639:0.315,a:-6.418:-7.285:0.297,la:-0.121:0.027:0.004,g:0.023:-0.004:0.170,m:36.438:-96.625:-126.563,grav:-6.242:-7.453:0.250,steps:0,stab:On Table
818.34,q:0.159:0.675:-0.608:0.387,gq:0.159:0.675:-0.608:0.388,a:-6.914:-6.785:0.336,la:0.055:-0.105:0.023,g:0.023:-0.008:0.168,m:36.938:-100.938:-129.188,grav:-6.328:-7.383:0.266,steps:0,stab:On Table
818.97,q:0.192:0.662:-0.590:0.421,gq:0.162:0.674:-0.606:0.390,a:-7.527:-6.020:0.488,la:0.066:-0.012:0.027,g:0.025:-0.010:0.176,m:36.250:-110.125:-130.938,grav:-7.008:-6.703:0.375,steps:0,stab:On Table
819.65,q:0.195:0.660:-0.589:0.423,gq:0.225:0.647:-0.571:0.453,a:-7.602:-6.020:0.488,la:0.035:-0.066:0.004,g:0.021:-0.016:0.162,m:36.438:-114.063:-133.563,grav:-8.188:-5.141:0.578,steps:0,stab:On Table
820.29,q:0.228:0.646:-0.570:0.455,gq:0.258:0.629:-0.551:0.484,a:-8.633:-4.258:0.680,la:0.063:-0.023:-0.027,g:0.010:-0.020:0.148,m:35.313:-116.063:-135.313,grav:-8.656:-4.234:0.711,steps:0,stab:On Table
821.03,q:0.295:0.608:-0.525:0.517,gq:0.261:0.628:-0.549:0.486,a:-8.672:-4.180:0.680,la:0.047:-0.020:0.012,g:0.012:-0.016:0.152,m:34.938:-125.250:-137.875,grav:-8.695:-4.164:0.719,steps:0,stab:On Table
821.66,q:0.297:0.607:-0.523:0.519,gq:0.298:0.606:-0.523:0.520,a:-9.137:-3.109:0.793,la:0.000:0.070:-0.004,g:0.010:-0.018:0.164,m:33.750:-129.438:-136.938,grav:-9.328:-2.281:0.906,steps:0,stab:On Table
822.29,q:0.328:0.586:-0.500:0.547,gq:0.326:0.587:-0.502:0.545,a:-9.367:-2.227:0.910,la:-0.063:-0.047:-0.012,g:0.012:-0.014:0.129,m:33.000:-129.188:-138.938,grav:-9.508:-1.313:1.008,steps:0,stab:On Table
822.93,q:0.381:0.545:-0.454:0.593,gq:0.356:0.566:-0.477:0.571,a:-9.477:-1.348:0.984,la:-0.035:0.047:0.000,g:0.012:-0.016:0.131,m:28.750:-138.188:-141.625,grav:-9.508:-1.258:1.016,steps:0,stab:On Table
823.57,q:0.383:0.543:-0.452:0.595,gq:0.384:0.543:-0.451:0.595,a:-9.516:0.605:1.176,la:-0.012:-0.016:-0.031,g:0.004:-0.018:0.143,m:26.875:-140.500:-141.375,grav:-9.563:-0.273:1.109,steps:0,stab:On Table
824.20,q:0.410:0.519:-0.425:0.617,gq:0.409:0.520:-0.427:0.616,a:-9.406:1.566:1.254,la:0.012:0.012:-0.012,g:0.016:-0.014:0.152,m:22.813:-144.375:-141.313,grav:-9.438:1.461:1.250,steps:0,stab:On Table
824.93,q:0.461:0.467:-0.370:0.658,gq:0.462:0.466:-0.370:0.658,a:-9.215:2.563:1.332,la:0.000:0.023:-0.035,g:0.016:-0.014:0.152,m:23.500:-144.500:-143.625,grav:-9.414:1.539:1.258,steps:0,stab:On Table
825.58,q:0.485:0.439:-0.341:0.675,gq:0.464:0.464:-0.368:0.659,a:-9.098:2.598:1.293,la:0.016:-0.012:0.008,g:0.012:-0.016:0.150,m:16.563:-148.938:-144.875,grav:-9.164:2.641:1.320,steps:0,stab:On Table
826.22,q:0.487:0.437:-0.339:0.676,gq:0.487:0.437:-0.339:0.676,a:-8.445:4.285:1.367,la:0.008:-0.020:0.000,g:0.018:-0.014:0.152,m:12.938:-151.875:-142.688,grav:-8.508:4.273:1.406,steps:0,stab:On Table
826.85,q:0.509:0.408:-0.309:0.692,gq:0.527:0.383:-0.283:0.704,a:-8.023:5.129:1.445,la:0.043:-0.035:0.000,g:0.012:-0.012:0.127,m:11.000:-154.438:-146.125,grav:-8.039:5.078:1.430,steps:0,stab:On Table
827.49,q:0.547:0.353:-0.253:0.716,gq:0.547:0.353:-0.252:0.716,a:-7.484:5.855:1.406,la:-0.004:0.031:0.000,g:0.014:-0.012:0.150,m:9.125:-156.063:-146.625,grav:-7.484:5.859:1.445,steps:0,stab:On Table
828.22,q:0.568:0.318:-0.217:0.728,gq:0.549:0.350:-0.250:0.717,a:-7.488:5.816:1.445,la:-0.035:-0.043:0.016,g:0.010:-0.008:0.148,m:1.188:-157.125:-147.688,grav:-7.453:5.914:1.453,steps:0,stab:On Table
828.86,q:0.569:0.315:-0.214:0.729,gq:0.569:0.315:-0.214:0.729,a:-6.188:7.313:1.445,la:-0.039:0.070:-0.016,g:0.010:-0.010:0.150,m:-1.000:-158.563:-145.000,grav:-6.172:7.227:1.461,steps:0,stab:On Table
829.49,q:0.585:0.284:-0.184:0.737,gq:0.584:0.286:-0.186:0.736,a:-6.109:7.313:1.484,la:-0.016:0.016:0.023,g:0.014:-0.016:0.133,m:-2.438:-157.188:-147.313,grav:-5.445:7.805:1.461,steps:0,stab:On Table
830.13,q:0.612:0.224:-0.125:0.748,gq:0.599:0.254:-0.154:0.743,a:-4.656:8.309:1.445,la:-0.027:-0.004:-0.023,g:0.012:-0.023:0.156,m:-8.938:-159.563:-145.563,grav:-5.398:7.828:1.461,steps:0,stab:On Table
830.76,q:0.613:0.221:-0.123:0.748,gq:0.613:0.221:-0.122:0.748,a:-3.887:8.613:1.367,la:0.020:-0.066:-0.039,g:0.008:-0.016:0.137,m:-12.188:-158.938:-145.625,grav:-3.930:8.672:1.406,steps:0,stab:On Table
831.49,q:0.625:0.190:-0.092:0.752,gq:0.624:0.192:-0.094:0.751,a:-3.926:8.648:1.406,la:-0.066:-0.059:0.000,g:0.008:-0.008:0.123,m:-15.313:-157.438:-144.438,grav:-3.000:9.047:1.359,steps:0,stab:On Table
832.13,q:0.644:0.129:-0.031:0.753,gq:0.644:0.128:-0.030:0.753,a:-3.082:9.113:1.367,la:0.055:0.059:0.012,g:0.016:-0.014:0.145,m:-16.375:-157.500:-144.375,grav:-2.180:9.289:1.320,steps:0,stab:On Table
832.82,q:0.653:0.091:0.004:0.752,gq:0.645:0.125:-0.027:0.753,a:-1.094:9.457:1.215,la:0.156:-0.020:-0.035,g:0.016:-0.023:0.168,m:-21.688:-155.750:-144.438,grav:-2.102:9.313:1.313,steps:0,stab:On Table
833.46,q:0.654:0.088:0.007:0.752,gq:0.654:0.087:0.007:0.751,a:-1.285:9.570:1.293,la:0.020:0.047:-0.027,g:0.014:-0.016:0.168,m:-25.563:-153.813:-141.563,grav:-0.414:9.555:1.203,steps:0,stab:On Table
834.09,q:0.660:0.057:0.037:0.748,gq:0.659:0.058:0.035:0.749,a:0.059:9.574:1.141,la:-0.145:0.047:0.027,g:0.004:-0.006:0.008,m:-25.125:-151.875:-141.063,grav:-0.219:9.516:1.156,steps:0,stab:On Table
834.82,q:0.660:0.054:0.041:0.748,gq:0.660:0.053:0.041:0.748,a:-0.289:9.574:1.176,la:-0.223:0.125:0.098,g:0.004:-0.004:0.010,m:-25.188:-153.188:-143.500,grav:-0.227:9.523:1.156,steps:0,stab:On Table
835.45,q:0.660:0.053:0.041:0.748,gq:0.660:0.053:0.041:0.748,a:-0.250:9.574:1.176,la:0.008:0.008:-0.004,g:0.000:-0.008:0.016,m:-25.938:-153.125:-141.938,grav:-0.258:9.563:1.180,steps:0,stab:On Table
836.08,q:0.660:0.054:0.041:0.748,gq:0.660:0.054:0.041:0.748,a:-0.250:9.574:1.176,la:0.055:0.008:-0.004,g:-0.002:0.002:-0.004,m:-25.938:-153.250:-143.875,grav:-0.258:9.570:1.180,steps:0,stab:On Table
836.72,q:0.660:0.053:0.041:0.748,gq:0.660:0.054:0.041:0.748,a:-0.250:9.574:1.176,la:0.008:0.000:-0.004,g:0.004:-0.006:-0.004,m:-24.500:-153.563:-143.500,grav:-0.250:9.570:1.180,steps:0,stab:On Table
837.35,q:0.660:0.053:0.041:0.748,gq:0.660:0.053:0.041:0.748,a:-0.250:9.574:1.176,la:-0.023:0.000:-0.004,g:0.002:0.002:0.000,m:-25.875:-153.063:-141.125,grav:-0.266:9.570:1.180,steps:0,stab:On Table
838.08,q:0.660:0.054:0.041:0.748,gq:0.660:0.054:0.041:0.748,a:-0.250:9.574:1.176,la:0.008:0.000:-0.004,g:0.000:0.000:-0.004,m:-26.313:-153.188:-143.125,grav:-0.250:9.570:1.180,steps:0,stab:On Table
838.72,q:0.660:0.054:0.041:0.748,gq:0.660:0.054:0.041:0.748,a:-0.250:9.574:1.176,la:0.000:0.000:-0.004,g:-0.002:0.002:-0.006,m:-26.313:-153.625:-143.938,grav:-0.250:9.570:1.180,steps:0,stab:On Table
839.36,q:0.660:0.054:0.041:0.748,gq:0.660:0.054:0.041:0.748,a:-0.250:9.574:1.176,la:0.000:0.000:-0.012,g:0.002:0.004:-0.002,m:-25.938:-154.625:-142.438,grav:-0.250:9.570:1.188,steps:0,stab:On Table
839.99,q:0.660:0.054:0.041:0.748,gq:0.660:0.054:0.041:0.748,a:-0.250:9.574:1.176,la:0.000:0.000:-0.012,g:-0.002:-0.004:0.000,m:-24.438:-153.063:-141.875,grav:-0.258:9.570:1.180,steps:0,stab:On Table
840.62,q:0.660:0.054:0.041:0.748,gq:0.660:0.054:0.041:0.748,a:-0.250:9.574:1.176,la:0.008:0.000:-0.004,g:0.002:-0.002:0.002,m:-25.625:-153.938:-143.563,grav:-0.258:9.570:1.180,steps:0,stab:On Table
841.36,q:0.658:0.067:0.028:0.750,gq:0.658:0.067:0.027:0.750,a:-0.324:9.375:1.063,la:-0.469:0.254:0.121,g:-0.004:0.018:-0.176,m:-23.500:-155.438:-144.000,grav:-0.258:9.570:1.180,steps:0,stab:On Table
842.00,q:0.657:0.070:0.025:0.750,gq:0.657:0.071:0.024:0.750,a:-1.398:9.336:1.215,la:0.109:-0.074:-0.066,g:-0.023:0.010:-0.182,m:-20.313:-156.813:-144.000,grav:-0.734:9.500:1.219,steps:0,stab:On Table
842.63,q:0.650:0.104:-0.007:0.753,gq:0.651:0.102:-0.005:0.753,a:-2.355:9.270:1.293,la:-0.043:0.012:0.012,g:-0.010:0.012:-0.135,m:-18.813:-156.688:-142.813,grav:-2.250:9.266:1.320,steps:0,stab:On Table
843.27,q:0.644:0.129:-0.032:0.753,gq:0.636:0.158:-0.061:0.753,a:-3.008:8.953:1.332,la:-0.051:0.016:0.004,g:-0.008:0.018:-0.148,m:-17.125:-158.375:-145.625,grav:-2.313:9.250:1.328,steps:0,stab:On Table
843.91,q:0.625:0.191:-0.092:0.751,gq:0.635:0.161:-0.064:0.753,a:-3.199:8.953:1.367,la:-0.105:-0.152:0.008,g:-0.014:0.014:-0.148,m:-12.250:-160.188:-147.750,grav:-3.180:8.984:1.367,steps:0,stab:On Table
844.64,q:0.624:0.194:-0.095:0.751,gq:0.624:0.194:-0.095:0.751,a:-5.039:8.148:1.484,la:-0.195:-0.035:0.047,g:-0.010:0.014:-0.143,m:-8.625:-161.375:-144.500,grav:-4.828:8.203:1.438,steps:0,stab:On Table
845.27,q:0.610:0.231:-0.131:0.747,gq:0.611:0.229:-0.129:0.747,a:-5.652:7.660:1.445,la:-0.172:-0.164:-0.031,g:-0.008:0.014:-0.145,m:-5.000:-159.500:-146.688,grav:-5.633:7.656:1.453,steps:0,stab:On Table
845.91,q:0.582:0.293:-0.192:0.734,gq:0.581:0.294:-0.192:0.734,a:-6.340:7.121:1.445,la:0.020:0.063:0.016,g:-0.010:0.018:-0.139,m:-4.313:-160.250:-146.750,grav:-5.695:7.602:1.453,steps:0,stab:On Table
846.60,q:0.580:0.296:-0.194:0.734,gq:0.580:0.296:-0.194:0.733,a:-6.379:7.004:1.445,la:-0.004:-0.059:-0.023,g:-0.016:0.014:-0.145,m:3.313:-157.688:-146.063,grav:-6.992:6.430:1.461,steps:0,stab:On Table
847.23,q:0.562:0.329:-0.227:0.724,gq:0.563:0.327:-0.226:0.724,a:-7.641:5.664:1.445,la:0.023:0.016:0.016,g:-0.014:0.012:-0.131,m:6.563:-156.938:-147.563,grav:-7.586:5.727:1.438,steps:0,stab:On Table
847.86,q:0.545:0.358:-0.256:0.714,gq:0.527:0.386:-0.284:0.702,a:-8.141:5.012:1.445,la:0.000:0.023:0.008,g:-0.012:0.012:-0.143,m:5.938:-154.750:-148.188,grav:-7.625:5.664:1.438,steps:0,stab:On Table
848.60,q:0.526:0.388:-0.286:0.701,gq:0.526:0.388:-0.286:0.701,a:-8.637:4.055:1.445,la:-0.090:-0.102:0.047,g:-0.010:0.014:-0.150,m:14.250:-153.938:-145.625,grav:-8.133:4.906:1.422,steps:0,stab:On Table
849.22,q:0.505:0.416:-0.316:0.687,gq:0.506:0.414:-0.314:0.688,a:-8.605:4.016:1.406,la:-0.016:-0.063:0.008,g:-0.014:0.021:-0.164,m:17.188:-150.125:-146.938,grav:-8.859:3.508:1.367,steps:0,stab:On Table
849.86,q:0.462:0.469:-0.369:0.656,gq:0.462:0.469:-0.370:0.656,a:-9.250:2.406:1.332,la:-0.031:-0.156:0.008,g:-0.014:0.016:-0.123,m:17.500:-150.438:-145.750,grav:-8.891:3.414:1.352,steps:0,stab:On Table
850.50,q:0.439:0.493:-0.395:0.639,gq:0.460:0.471:-0.372:0.655,a:-9.406:1.449:1.254,la:-0.074:-0.098:0.020,g:-0.018:0.018:-0.150,m:23.063:-146.063:-144.500,grav:-9.242:2.328:1.297,steps:0,stab:On Table
851.15,q:0.437:0.495:-0.397:0.637,gq:0.437:0.495:-0.398:0.637,a:-9.520:0.531:1.176,la:0.004:-0.211:-0.012,g:-0.006:0.016:-0.119,m:25.688:-142.563:-144.250,grav:-9.430:1.422:1.227,steps:0,stab:On Table
851.88,q:0.412:0.519:-0.424:0.617,gq:0.411:0.520:-0.424:0.617,a:-9.633:0.414:1.141,la:0.012:-0.180:-0.031,g:-0.014:0.016:-0.152,m:29.500:-135.938:-143.000,grav:-9.563:-0.484:1.063,steps:0,stab:On Table
852.51,q:0.381:0.547:-0.453:0.592,gq:0.356:0.568:-0.476:0.569,a:-9.516:-0.582:1.063,la:-0.027:-0.258:-0.031,g:-0.018:0.014:-0.168,m:28.438:-136.375:-142.688,grav:-9.477:-1.406:0.969,steps:0,stab:On Table
853.15,q:0.330:0.588:-0.498:0.545,gq:0.329:0.588:-0.498:0.545,a:-9.289:-2.418:0.871,la:0.016:-0.023:-0.035,g:-0.018:0.018:-0.148,m:31.625:-128.500:-139.313,grav:-9.469:-1.484:0.961,steps:0,stab:On Table
853.80,q:0.327:0.590:-0.500:0.543,gq:0.327:0.590:-0.500:0.543,a:-9.098:-3.109:0.758,la:-0.012:0.008:-0.023,g:-0.020:0.018:-0.162,m:33.125:-125.813:-139.125,grav:-9.313:-2.398:0.852,steps:0,stab:On Table
854.44,q:0.300:0.609:-0.521:0.518,gq:0.299:0.609:-0.522:0.517,a:-8.672:-3.875:0.488,la:-0.125:0.148:0.168,g:-0.008:0.014:-0.129,m:34.000:-122.500:-134.938,grav:-8.828:-3.859:0.680,steps:0,stab:On Table
855.16,q:0.277:0.624:-0.539:0.494,gq:0.278:0.623:-0.538:0.495,a:-8.676:-4.793:1.141,la:0.082:-0.516:-0.008,g:0.037:0.127:-0.006,m:34.375:-121.063:-136.438,grav:-8.750:-4.008:0.734,steps:0,stab:On Table
855.80,q:0.265:0.629:-0.549:0.483,gq:0.272:0.623:-0.545:0.491,a:-8.449:-3.684:-0.047,la:0.156:-0.168:0.055,g:0.063:0.160:0.008,m:34.750:-121.063:-136.813,grav:-8.742:-4.023:0.750,steps:0,stab:On Table
856.44,q:0.266:0.629:-0.550:0.481,gq:0.265:0.629:-0.550:0.481,a:-8.141:-4.145:-0.047,la:0.320:0.441:-0.695,g:0.043:0.102:-0.080,m:33.813:-118.188:-133.063,grav:-8.625:-4.273:0.641,steps:0,stab:On Table
857.07,q:0.250:0.635:-0.559:0.471,gq:0.251:0.635:-0.559:0.471,a:-7.801:-5.906:0.488,la:-0.340:-0.684:0.492,g:0.000:0.033:-0.076,m:35.438:-111.500:-134.188,grav:-7.813:-5.633:0.508,steps:0,stab:On Table
857.70,q:0.204:0.657:-0.581:0.435,gq:0.184:0.669:-0.592:0.409,a:-7.871:-5.789:0.410,la:-0.113:0.066:-0.109,g:-0.023:0.004:-0.129,m:35.813:-111.500:-134.188,grav:-7.773:-5.688:0.484,steps:0,stab:On Table
858.45,q:0.145:0.683:-0.612:0.371,gq:0.182:0.670:-0.593:0.408,a:-6.379:-7.281:0.219,la:0.145:-0.098:-0.109,g:-0.016:0.006:-0.125,m:35.500:-100.688:-130.313,grav:-7.305:-6.391:0.336,steps:0,stab:On Table
859.08,q:0.143:0.684:-0.613:0.369,gq:0.142:0.684:-0.614:0.369,a:-5.766:-7.863:0.145,la:0.016:-0.031:0.012,g:-0.012:0.006:-0.137,m:34.938:-97.563:-128.188,grav:-6.477:-7.219:0.273,steps:0,stab:On Table
859.76,q:0.105:0.695:-0.629:0.331,gq:0.074:0.703:-0.642:0.297,a:-4.922:-8.395:0.027,la:-0.016:-0.082:-0.012,g:-0.018:0.016:-0.166,m:34.250:-96.125:-128.875,grav:-5.016:-8.367:0.016,steps:0,stab:On Table
860.40,q:0.037:0.710:-0.654:0.259,gq:0.036:0.710:-0.654:0.258,a:-4.004:-8.813:-0.086,la:0.004:-0.031:0.023,g:-0.014:0.010:-0.166,m:33.313:-91.875:-127.438,grav:-4.930:-8.422:0.008,steps:0,stab:On Table
861.04,q:-0.003:0.715:-0.663:0.220,gq:0.033:0.711:-0.655:0.255,a:-3.926:-8.973:-0.125,la:0.145:-0.031:0.039,g:-0.014:0.014:-0.176,m:28.875:-85.750:-123.563,grav:-3.883:-8.953:-0.125,steps:0,stab:On Table
861.78,q:-0.006:0.716:-0.664:0.217,gq:-0.007:0.716:-0.664:0.216,a:-1.590:-9.695:-0.355,la:0.086:-0.066:0.012,g:-0.010:0.018:-0.164,m:26.938:-81.063:-120.563,grav:-2.828:-9.359:-0.250,steps:0,stab:On Table
862.42,q:-0.046:0.719:-0.672:0.172,gq:-0.081:0.719:-0.677:0.134,a:-0.672:-9.816:-0.430,la:0.027:0.035:0.020,g:-0.014:0.010:-0.150,m:23.063:-78.188:-119.313,grav:-0.727:-9.789:-0.453,steps:0,stab:On Table
863.04,q:-0.084:0.719:-0.678:0.131,gq:-0.113:0.717:-0.681:0.098,a:0.211:-9.773:-0.586,la:0.016:0.023:-0.008,g:-0.008:0.029:-0.156,m:24.875:-77.438:-120.375,grav:-0.641:-9.797:-0.461,steps:0,stab:On Table
863.68,q:-0.115:0.717:-0.681:0.096,gq:-0.116:0.717:-0.681:0.095,a:1.246:-9.816:-0.621,la:0.129:-0.031:-0.020,g:-0.020:0.025:-0.178,m:18.688:-72.125:-117.375,grav:1.063:-9.789:-0.602,steps:0,stab:On Table
